Doc_ID,Document_Name
792,T6/746200a373.pdf
793,T6/7_123.pdf
794,T6/8.pdf
795,T6/8_123.pdf
796,T6/9.pdf
797,T6/9_123.pdf
798,T6/A4_1.pdf
799,T6/A4_2.pdf
800,T6/A4_3.pdf
801,T6/A4_4.pdf
802,T6/A4_5.pdf
803,T6/A4_6.pdf
804,T6/A4_7.pdf
805,T6/Ball-tree_1.pdf
806,T6/Ball-tree_10.pdf
807,T6/Ball-tree_2.pdf
808,T6/Ball-tree_3.pdf
809,T6/Ball-tree_4.pdf
810,T6/Ball-tree_5.pdf
811,T6/Ball-tree_6.pdf
812,T6/Ball-tree_7.pdf
813,T6/Ball-tree_8.pdf
814,T6/Ball-tree_9.pdf
815,T6/kdtrees6.pdf
816,T6/kdtrees7.pdf
817,T6/kdtrees8.pdf
818,T6/kdtrees9.pdf
819,T6/LOF_1.pdf
820,T6/LOF_2.pdf
821,T6/LOF_3.pdf
822,T6/p1779-wenig.pdf
823,T6/pdf.pdf
824,T6/PDF1.pdf
825,T6/pdf1.pdf
826,T6/PDF10.pdf
827,T6/pdf10.pdf
828,T6/pdf10_1.pdf
829,T6/pdf1_1.pdf
830,T6/PDF2.pdf
831,T6/pdf2.pdf
832,T6/pdf2_1.pdf
833,T6/0264.pdf
834,T6/1.pdf
835,T6/10.pdf
836,T6/10_123.pdf
837,T6/1811.02141v3.pdf
838,T6/1_123.pdf
839,T6/2.pdf
840,T6/2019arXiv_DEEP LEARNING FOR ANOMALY DETECTION- A SURVEY.pdf
841,T6/2403.10802v1.pdf
842,T6/2412.18699v1.pdf
843,T6/2ISCA-RJRS-2012-019.pdf
844,T6/2_123.pdf
845,T6/2_iis_2024_363-378.pdf
846,T6/3.pdf
847,T6/3_123.pdf
848,T6/4.pdf
849,T6/4_123.pdf
850,T6/5.pdf
851,T6/5_123.pdf
852,T6/6.pdf
853,T6/6_123.pdf
854,T6/7.pdf
855,T6/ch5_association_analysis.pdf
856,T6/kdtrees5.pdf
857,T6/PDF3.pdf
858,T7/tp8.pdf
859,T7/tp9.pdf
860,T7/tpl3.pdf
861,T7/transfer (v3).pdf
862,T7/TripletLoss.pdf
863,T7/tut01.pdf
864,T7/tut02.pdf
865,T7/tut03.pdf
866,T7/tut04.pdf
867,T7/tut05.pdf
868,T7/tut06.pdf
869,T7/tut07.pdf
870,T7/tut08.pdf
871,T7/tut09.pdf
872,T7/tut10.pdf
873,T7/tut3-tfidf.pdf
874,T7/Tutorial-3-Computing-TF-and-TF-IDF (1).pdf
875,T7/Tutorial-3-Computing-TF-and-TF-IDF.pdf
876,T7/UDRC_RNN_LSTM_LibrariesTutorial.pdf
877,T7/zhou20a.pdf
878,T7/Optimization_2015_11_11.pdf
879,T7/paper17.pdf
880,T7/part 6.pdf
881,T7/Part1.pdf
882,T7/part3.pdf
883,T7/part4.pdf
884,T7/part7.pdf
885,T7/Reading4-NLP.pdf
886,T7/RMSprop_ A Powerful Optimization Algorithm for Neural Networks _ by Ahmet Taşdemir _ Medium.pdf
887,T7/ROOTMEANSQUAREPROPAGATIONRMSPROPHOMEWORK.pdf
888,T7/SGD_Momentum.pdf
889,T7/srivastava14a.pdf
890,T7/T3.pdf
891,T7/the_math_behind_adam_optimizer.pdf
892,T7/TITLE1.pdf
893,T7/TL.pdf
894,T7/tp10.pdf
895,T7/tp2.pdf
896,T7/tp4.pdf
897,T7/tp5.pdf
898,T7/tp6.pdf
899,T7/IntroductiontoSequenceLearningModels.pdf
900,T7/L31.pdf
901,T7/lecture12-bm25etc.pdf
902,T7/lecture6-tfidf-1per.pdf
903,T7/Lecture_9_10_accelerated_GD.pdf
904,T7/lecture_slides_lec6.pdf
905,T7/LSTM.pdf
906,T7/ml1.pdf
907,T7/ml10.pdf
908,T7/ml2.pdf
909,T7/ml3.pdf
910,T7/ml4.pdf
911,T7/ml5.pdf
912,T7/ml6.pdf
913,T7/ml7.pdf
914,T7/ml8.pdf
915,T7/ml9.pdf
916,T7/mukkamala17a.pdf
917,T7/myfile.pdf
918,T7/natural_language_processing_tutorial.pdf
919,T7/NeurIPS-2020-an-improved-analysis-of-stochastic-gradient-descent-with-momentum-Paper.pdf
920,T7/NeurIPS-2022-better-sgd-using-second-order-momentum-Paper-Conference.pdf
921,T7/NIPS-2013-understanding-dropout-Paper.pdf
922,T7/NLP_101.pdf
923,T7/autoencoder_6.pdf
924,T7/autoencoder_7.pdf
925,T7/autoencoder_8.pdf
926,T7/autoencoder_9.pdf
927,T7/book_en.pdf
928,T7/chap4.pdf
929,T7/d2l-en.pdf
930,T7/DEEP LEARNING ( R20A06610 ).pdf
931,T7/Deep Learning for Dummies.pdf
932,T7/deep-learning-material-dept-ece-ase-blr-1.pdf
933,T7/Deep.Learning.for.Coders.with.fastai.and.PyTorch.Howard.Gugger.OReilly.9781492045526.EBooksWorld.ir (1).pdf
934,T7/Deep.Learning.for.Coders.with.fastai.and.PyTorch.Howard.Gugger.OReilly.9781492045526.EBooksWorld.ir.pdf
935,T7/deeplearningwithpython.pdf
936,T7/DuyckLeeLei.pdf
937,T7/eisenstein-nov18.pdf
938,T7/foundations_bm25_review.pdf
939,T7/gated-recurrent-units-gru-for-time-series-forecasting-in-higher-education-IJERTV12IS030091.pdf
940,T7/ift-6085-lecture-6-notes.pdf
941,T7/ijeter38892020.pdf
942,T7/Improving_the_efficiency_of_RMSProp_optimizer_by_u.pdf
943,T7/index.pdf
944,T7/autoencoder_5.pdf
945,T7/introduction-to-natural-language-processing.pdf
946,T7/OlahLSTM-NEURAL-NETWORK-TUTORIAL-15.pdf
947,T7/tp7.pdf
948,T7/06_LSTMs.pdf
949,T7/1412.6980v9.pdf
950,T7/1512.00242v1.pdf
951,T7/1609.04747v2.pdf
952,T7/1701.05923v1.pdf
953,T7/18085_Project_final.pdf
954,T7/1905.07436v1.pdf
955,T7/1909.09586v1.pdf
956,T7/2007.07989v2.pdf
957,T7/20190624-Optimizer-in-Machine-Learning.pdf
958,T7/22-0068.pdf
959,T7/2208.06677v5.pdf
960,T7/23-0576.pdf
961,T7/2303.01500v2.pdf
962,T7/2404.01436v3.pdf
963,T7/2889_rmsprop_converges_with_proper_.pdf
964,T7/293_A_Simple_Convergence_Proof.pdf
965,T7/43905.pdf
966,T7/AdamOptimizationAlgorithm.pdf
967,T7/applsci-10-01073-v2.pdf
968,T7/autoencoder_1.pdf
969,T7/autoencoder_10.pdf
970,T7/autoencoder_2.pdf
971,T7/autoencoder_3.pdf
972,T7/autoencoder_4.pdf
973,T8/Rdoc2vecReport.pdf
974,T8/sent2vec_emnlp2017.pdf
975,T8/Sentence_Vector_Model_Based_on_Implicit_Word_Vecto.pdf
976,T8/Sequence_to_sequence_1.pdf
977,T8/Sequence_to_sequence_10.pdf
978,T8/Sequence_to_sequence_2.pdf
979,T8/Sequence_to_sequence_3.pdf
980,T8/Sequence_to_sequence_4.pdf
981,T8/Sequence_to_sequence_5.pdf
982,T8/Sequence_to_sequence_6.pdf
983,T8/Sequence_to_sequence_7.pdf
984,T8/Sequence_to_sequence_8.pdf
985,T8/Sequence_to_sequence_9.pdf
986,T8/svd.pdf
987,T8/Tokenizer1.pdf
988,T8/Tokenizer2.pdf
989,T8/Tokenizer3.pdf
990,T8/Tokenizer4.pdf
991,T8/Tokenizer5.pdf
992,T8/Tokenizer6.pdf
993,T8/tokenizer7.pdf
994,T8/Tokenizer8.pdf
995,T8/Tokenizer9.pdf
996,T8/Top 4 Sentence Embedding Techniques using Python.pdf
997,T8/toy4-doc (1).pdf
998,T8/W16-1609.pdf
999,T8/yun_teng_nu_cs_2022_13.pdf
1000,T8/zhang2017a.pdf
1001,T8/glove6.pdf
1002,T8/glove7.pdf
1003,T8/glove8.pdf
1004,T8/glove9.pdf
1005,T8/IJEDR1502143.pdf
1006,T8/latent-semantic-analysis-of-textual-data-4ufciuu9dh.pdf
1007,T8/lec11.pdf
1008,T8/lrecstanforddeps_final_final.pdf
1009,T8/lsa (1).pdf
1010,T8/LSI.pdf
1011,T8/mlA4pdf1.pdf
1012,T8/mlA4pdf2.pdf
1013,T8/mlpdf10.pdf
1014,T8/mlpdf3.pdf
1015,T8/mlpdf4.pdf
1016,T8/mlpdf5.pdf
1017,T8/mlpdf6.pdf
1018,T8/mlpdf7.pdf
1019,T8/mlpdf8.pdf
1020,T8/1-s2.0-S0933365724002318-main.pdf
1021,T8/1-s2.0-S1877050920324431-main.pdf
1022,T8/10_ml.pdf
1023,T8/12-WordEmbeddings.pdf
1024,T8/1405.4053v2.pdf
1025,T8/15.pdf
1026,T8/16Vol99No8.pdf
1027,T8/18lsi.pdf
1028,T8/18_dependency-parsing_slides.pdf
1029,T8/2014_nips_generation.pdf
1030,T8/20210315-weiwang-sentence-embedding.pdf
1031,T8/2_ml.pdf
1032,T8/3-graph-based-parsing.pdf
1033,T8/34370.pdf
1034,T8/3_ml.pdf
1035,T8/42979_2021_Article_807.pdf
1036,T8/4_ml.pdf
1037,T8/5_ml.pdf
1038,T8/6_ml.pdf
1039,T8/7_ml.pdf
1040,T8/8-_design_pattern_recommendation_using_doc2vec.pdf
1041,T8/8_ml.pdf
1042,T8/9_ml.pdf
1043,T8/ml_1.pdf
1044,T8/nlp-programming-en-11-depend.pdf
1045,T8/paragraph_vector.pdf
1046,T8/pdf_1.pdf
1047,T8/pdf_10.pdf
1048,T8/pdf_11.pdf
1049,T8/pdf_12.pdf
1050,T8/pdf_13.pdf
1051,T8/pdf_2.pdf
1052,T8/pdf_3.pdf
1053,T8/pdf_4.pdf
1054,T8/pdf_5.pdf
1055,T8/pdf_6.pdf
1056,T8/pdf_7.pdf
1057,T8/pdf_8.pdf
1058,T8/pdf_9.pdf
1059,T8/pos1.pdf
1060,T8/pos10.pdf
1061,T8/pos11.pdf
1062,T8/pos2.pdf
1063,T8/pos3.pdf
1064,T8/pos4.pdf
1065,T8/pos5.pdf
1066,T8/pos6.pdf
1067,T8/pos7.pdf
1068,T8/pos8.pdf
1069,T8/file3.pdf
1070,T8/file4(1).pdf
1071,T8/file4.pdf
1072,T8/file5(1).pdf
1073,T8/file5.pdf
1074,T8/file6(1).pdf
1075,T8/file6.pdf
1076,T8/file7(1).pdf
1077,T8/file7.pdf
1078,T8/file8(1).pdf
1079,T8/file8.pdf
1080,T8/file9(1).pdf
1081,T8/file9.pdf
1082,T8/GIAN-SINA-LSA-Maunendra (1).pdf
1083,T8/glove1.pdf
1084,T8/glove10.pdf
1085,T8/glove2.pdf
1086,T8/glove3.pdf
1087,T8/glove4.pdf
1088,T8/bag_of_words.pdf
1089,T8/file3(1).pdf
1090,T8/glove5.pdf
1091,T8/mlpdf9.pdf
1092,T8/pos9.pdf
1093,T8/Computational Intelligence and Neuroscience - 2022 - Zhou - Text Sentiment Analysis Based on a New Hybrid Network Model.pdf
1094,T8/cs224n-2019-notes04-dependencyparsing.pdf
1095,T8/cs224n-2021-lecture04-dep-parsing.pdf
1096,T8/D18-2029.pdf
1097,T8/dep-parsing-tb.pdf
1098,T8/doc2vec.pdf
1099,T8/document.pdf
1100,T8/Evangelopoulos2013_LatentSemAnalysis.pdf
1101,T8/file1(1).pdf
1102,T8/file1.pdf
1103,T8/file10(1).pdf
1104,T8/file10.pdf
1105,T8/file11.pdf
1106,T8/file12.pdf
1107,T8/file2(1).pdf
1108,T8/file2.pdf
